GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,SEASON
Shot Chart Detail,0022200010,27,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,1,10,9,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,2,16,1,1,20221019,MIN,OKC,2022-23
Shot Chart Detail,0022200010,59,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,1,7,29,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,31,257,1,0,20221019,MIN,OKC,2022-23
Shot Chart Detail,0022200010,80,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,1,5,21,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-54,252,1,0,20221019,MIN,OKC,2022-23
Shot Chart Detail,0022200010,137,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,1,1,54,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,44,251,1,1,20221019,MIN,OKC,2022-23
Shot Chart Detail,0022200010,149,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,1,1,22,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-7,13,1,0,20221019,MIN,OKC,2022-23
Shot Chart Detail,0022200010,281,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,2,4,54,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-183,174,1,0,20221019,MIN,OKC,2022-23
Shot Chart Detail,0022200010,335,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,2,1,29,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,24,18,1,1,20221019,MIN,OKC,2022-23
Shot Chart Detail,0022200010,347,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,2,0,46,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-195,158,1,0,20221019,MIN,OKC,2022-23
Shot Chart Detail,0022200010,353,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,2,0,4,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-1,29,1,0,20221019,MIN,OKC,2022-23
Shot Chart Detail,0022200010,369,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,3,11,37,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,-119,159,1,0,20221019,MIN,OKC,2022-23
Shot Chart Detail,0022200010,392,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,3,9,39,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-6,11,1,0,20221019,MIN,OKC,2022-23
Shot Chart Detail,0022200010,412,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,3,7,57,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,9,86,39,1,1,20221019,MIN,OKC,2022-23
Shot Chart Detail,0022200010,437,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,3,6,12,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-153,201,1,0,20221019,MIN,OKC,2022-23
Shot Chart Detail,0022200010,459,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,3,4,30,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,203,130,1,0,20221019,MIN,OKC,2022-23
Shot Chart Detail,0022200010,680,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,4,3,41,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-9,22,1,0,20221019,MIN,OKC,2022-23
Shot Chart Detail,0022200010,703,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,4,1,52,Missed Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-13,26,1,0,20221019,MIN,OKC,2022-23
Shot Chart Detail,0022200010,716,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,4,0,57,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,14,70,132,1,0,20221019,MIN,OKC,2022-23
Shot Chart Detail,0022200025,31,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,1,9,42,Made Shot,Step Back Jump shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,227,81,1,1,20221021,MIN,UTA,2022-23
Shot Chart Detail,0022200025,42,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,1,8,53,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-15,11,1,0,20221021,MIN,UTA,2022-23
Shot Chart Detail,0022200025,71,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,1,7,11,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-7,10,1,1,20221021,MIN,UTA,2022-23
Shot Chart Detail,0022200025,114,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,1,4,29,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,214,113,1,1,20221021,MIN,UTA,2022-23
Shot Chart Detail,0022200025,152,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,1,2,8,Made Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-5,7,1,1,20221021,MIN,UTA,2022-23
Shot Chart Detail,0022200025,164,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,1,1,38,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-37,247,1,0,20221021,MIN,UTA,2022-23
Shot Chart Detail,0022200025,189,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,1,0,0,Missed Shot,Jump Shot,3PT Field Goal,Backcourt,Back Court(BC),Back Court Shot,42,-2,424,1,0,20221021,MIN,UTA,2022-23
Shot Chart Detail,0022200025,293,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,2,3,44,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-6,17,1,0,20221021,MIN,UTA,2022-23
Shot Chart Detail,0022200025,313,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,2,2,54,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20221021,MIN,UTA,2022-23
Shot Chart Detail,0022200025,332,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,2,2,3,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24,-232,85,1,0,20221021,MIN,UTA,2022-23
Shot Chart Detail,0022200025,337,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,2,1,28,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-2,17,1,0,20221021,MIN,UTA,2022-23
Shot Chart Detail,0022200025,364,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,3,10,56,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,2,15,1,1,20221021,MIN,UTA,2022-23
Shot Chart Detail,0022200025,424,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,3,7,12,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,1,14,1,1,20221021,MIN,UTA,2022-23
Shot Chart Detail,0022200025,436,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,3,5,55,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,6,27,1,0,20221021,MIN,UTA,2022-23
Shot Chart Detail,0022200025,456,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,3,5,16,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,60,251,1,1,20221021,MIN,UTA,2022-23
Shot Chart Detail,0022200025,463,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,3,4,22,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-1,22,1,1,20221021,MIN,UTA,2022-23
Shot Chart Detail,0022200025,498,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,3,2,27,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,113,230,1,0,20221021,MIN,UTA,2022-23
Shot Chart Detail,0022200025,509,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,3,1,55,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,132,216,1,0,20221021,MIN,UTA,2022-23
Shot Chart Detail,0022200025,649,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,4,5,31,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-134,211,1,0,20221021,MIN,UTA,2022-23
Shot Chart Detail,0022200025,672,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,4,4,4,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,20,27,1,1,20221021,MIN,UTA,2022-23
Shot Chart Detail,0022200025,675,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,4,3,32,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-21,20,1,0,20221021,MIN,UTA,2022-23
Shot Chart Detail,0022200025,690,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,4,2,13,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,11,26,1,1,20221021,MIN,UTA,2022-23
Shot Chart Detail,0022200025,700,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,4,1,16,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-25,16,1,1,20221021,MIN,UTA,2022-23
Shot Chart Detail,0022200041,11,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,1,11,9,Made Shot,Floating Jump shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-2,23,1,1,20221023,OKC,MIN,2022-23
Shot Chart Detail,0022200041,30,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,1,8,54,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-13,13,1,1,20221023,OKC,MIN,2022-23
Shot Chart Detail,0022200041,35,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,1,7,59,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-92,251,1,0,20221023,OKC,MIN,2022-23
Shot Chart Detail,0022200041,48,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,1,6,59,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-5,8,1,1,20221023,OKC,MIN,2022-23
Shot Chart Detail,0022200041,72,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,1,4,49,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-36,16,1,1,20221023,OKC,MIN,2022-23
Shot Chart Detail,0022200041,96,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,1,2,20,Made Shot,Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-40,8,1,1,20221023,OKC,MIN,2022-23
Shot Chart Detail,0022200041,101,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,1,1,58,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,19,189,20,1,1,20221023,OKC,MIN,2022-23
Shot Chart Detail,0022200041,260,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,2,3,55,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,230,7,1,0,20221023,OKC,MIN,2022-23
Shot Chart Detail,0022200041,296,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,2,2,10,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-6,268,1,1,20221023,OKC,MIN,2022-23
Shot Chart Detail,0022200041,299,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,2,1,34,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-9,10,1,1,20221023,OKC,MIN,2022-23
Shot Chart Detail,0022200041,312,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,2,0,30,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,20,207,15,1,0,20221023,OKC,MIN,2022-23
Shot Chart Detail,0022200041,332,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,3,11,23,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,0,1,0,20221023,OKC,MIN,2022-23
Shot Chart Detail,0022200041,346,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,3,10,20,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-140,210,1,0,20221023,OKC,MIN,2022-23
Shot Chart Detail,0022200041,379,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,3,7,14,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-223,127,1,1,20221023,OKC,MIN,2022-23
Shot Chart Detail,0022200041,384,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,3,6,40,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-10,-4,1,1,20221023,OKC,MIN,2022-23
Shot Chart Detail,0022200041,509,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,4,10,9,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,22,10,227,1,1,20221023,OKC,MIN,2022-23
Shot Chart Detail,0022200041,544,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,4,7,8,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,105,252,1,1,20221023,OKC,MIN,2022-23
Shot Chart Detail,0022200041,552,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,4,6,33,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,146,61,1,1,20221023,OKC,MIN,2022-23
Shot Chart Detail,0022200041,555,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,4,6,9,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,59,256,1,0,20221023,OKC,MIN,2022-23
Shot Chart Detail,0022200050,15,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,1,10,51,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,22,26,1,0,20221024,MIN,SAS,2022-23
Shot Chart Detail,0022200050,28,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,1,9,37,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-134,219,1,0,20221024,MIN,SAS,2022-23
Shot Chart Detail,0022200050,35,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,1,8,53,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-18,25,1,0,20221024,MIN,SAS,2022-23
Shot Chart Detail,0022200050,218,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,2,9,5,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-11,11,1,0,20221024,MIN,SAS,2022-23
Shot Chart Detail,0022200050,295,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,2,3,27,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,152,203,1,1,20221024,MIN,SAS,2022-23
Shot Chart Detail,0022200050,315,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,2,2,13,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,5,17,1,1,20221024,MIN,SAS,2022-23
Shot Chart Detail,0022200050,322,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,2,1,52,Missed Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-86,240,1,0,20221024,MIN,SAS,2022-23
Shot Chart Detail,0022200050,344,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,2,0,30,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,1,17,1,1,20221024,MIN,SAS,2022-23
Shot Chart Detail,0022200050,349,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,2,0,0,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,30,167,260,1,0,20221024,MIN,SAS,2022-23
Shot Chart Detail,0022200050,375,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,3,10,27,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-189,160,1,0,20221024,MIN,SAS,2022-23
Shot Chart Detail,0022200050,413,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,3,7,43,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,116,217,1,0,20221024,MIN,SAS,2022-23
Shot Chart Detail,0022200050,440,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,3,6,5,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,9,5,1,0,20221024,MIN,SAS,2022-23
Shot Chart Detail,0022200050,462,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,3,5,4,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-140,212,1,0,20221024,MIN,SAS,2022-23
Shot Chart Detail,0022200050,470,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,3,4,10,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,8,1,0,20221024,MIN,SAS,2022-23
Shot Chart Detail,0022200050,593,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,4,7,21,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-29,251,1,0,20221024,MIN,SAS,2022-23
Shot Chart Detail,0022200062,7,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,1,11,40,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,65,236,1,1,20221026,MIN,SAS,2022-23
Shot Chart Detail,0022200062,12,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,1,11,8,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-219,119,1,1,20221026,MIN,SAS,2022-23
Shot Chart Detail,0022200062,29,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,1,9,46,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-34,247,1,0,20221026,MIN,SAS,2022-23
Shot Chart Detail,0022200062,39,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,1,8,47,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,163,188,1,1,20221026,MIN,SAS,2022-23
Shot Chart Detail,0022200062,53,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,1,7,43,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-36,247,1,1,20221026,MIN,SAS,2022-23
Shot Chart Detail,0022200062,55,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,1,7,14,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-146,201,1,0,20221026,MIN,SAS,2022-23
Shot Chart Detail,0022200062,108,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,1,4,27,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-206,130,1,1,20221026,MIN,SAS,2022-23
Shot Chart Detail,0022200062,162,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,1,0,2,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-22,17,1,0,20221026,MIN,SAS,2022-23
Shot Chart Detail,0022200062,263,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,2,4,37,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-26,10,1,0,20221026,MIN,SAS,2022-23
Shot Chart Detail,0022200062,296,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,2,2,49,Missed Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,1,106,1,0,20221026,MIN,SAS,2022-23
Shot Chart Detail,0022200062,484,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,3,1,28,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,49,252,1,0,20221026,MIN,SAS,2022-23
Shot Chart Detail,0022200062,487,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,3,1,8,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-223,22,1,1,20221026,MIN,SAS,2022-23
Shot Chart Detail,0022200062,495,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,3,0,14,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-180,172,1,1,20221026,MIN,SAS,2022-23
Shot Chart Detail,0022200062,508,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,4,11,43,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-49,258,1,0,20221026,MIN,SAS,2022-23
Shot Chart Detail,0022200062,518,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,4,10,23,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,74,152,1,1,20221026,MIN,SAS,2022-23
Shot Chart Detail,0022200062,570,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,4,6,4,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,142,196,1,0,20221026,MIN,SAS,2022-23
Shot Chart Detail,0022200062,580,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,4,5,11,Made Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,20,15,1,1,20221026,MIN,SAS,2022-23
Shot Chart Detail,0022200062,584,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,4,4,45,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,40,42,1,0,20221026,MIN,SAS,2022-23
Shot Chart Detail,0022200062,646,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,4,2,0,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,12,136,1,1,20221026,MIN,SAS,2022-23
Shot Chart Detail,0022200062,650,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,4,1,42,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,17,20,1,1,20221026,MIN,SAS,2022-23
Shot Chart Detail,0022200062,653,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,4,1,13,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,17,8,1,1,20221026,MIN,SAS,2022-23
Shot Chart Detail,0022200076,29,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,1,9,36,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-5,5,1,1,20221028,MIN,LAL,2022-23
Shot Chart Detail,0022200076,50,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,1,7,42,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-104,247,1,0,20221028,MIN,LAL,2022-23
Shot Chart Detail,0022200076,76,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,1,5,43,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-60,241,1,0,20221028,MIN,LAL,2022-23
Shot Chart Detail,0022200076,81,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,1,5,23,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-1,-4,1,1,20221028,MIN,LAL,2022-23
Shot Chart Detail,0022200076,134,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,1,2,25,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,2,1,1,20221028,MIN,LAL,2022-23
Shot Chart Detail,0022200076,137,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,1,1,59,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-7,6,1,0,20221028,MIN,LAL,2022-23
Shot Chart Detail,0022200076,383,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,3,9,38,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-4,8,1,1,20221028,MIN,LAL,2022-23
Shot Chart Detail,0022200076,397,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,3,8,27,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,180,177,1,1,20221028,MIN,LAL,2022-23
Shot Chart Detail,0022200076,422,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,3,6,47,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,20,-97,176,1,1,20221028,MIN,LAL,2022-23
Shot Chart Detail,0022200076,424,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,3,6,4,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-112,250,1,0,20221028,MIN,LAL,2022-23
Shot Chart Detail,0022200076,428,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,3,5,45,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,7,14,1,1,20221028,MIN,LAL,2022-23
