GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,SEASON
Shot Chart Detail,0022400226,7,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,1,11,37,Missed Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-58,52,1,0,20241113,POR,MIN,2024-25
Shot Chart Detail,0022400226,15,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,1,10,59,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,103,238,1,0,20241113,POR,MIN,2024-25
Shot Chart Detail,0022400226,27,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,1,9,50,Made Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,12,5,1,1,20241113,POR,MIN,2024-25
Shot Chart Detail,0022400226,32,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,1,9,13,Made Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,16,37,165,1,1,20241113,POR,MIN,2024-25
Shot Chart Detail,0022400226,41,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,1,8,9,Made Shot,Running Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-34,63,1,1,20241113,POR,MIN,2024-25
Shot Chart Detail,0022400226,44,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,1,7,37,Missed Shot,Driving Bank Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-18,13,1,0,20241113,POR,MIN,2024-25
Shot Chart Detail,0022400226,53,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,1,6,40,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,29,-125,265,1,0,20241113,POR,MIN,2024-25
Shot Chart Detail,0022400226,99,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,1,3,9,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,-38,149,1,1,20241113,POR,MIN,2024-25
Shot Chart Detail,0022400226,102,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,1,2,49,Missed Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,214,134,1,0,20241113,POR,MIN,2024-25
Shot Chart Detail,0022400226,228,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,2,6,30,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,34,7,1,0,20241113,POR,MIN,2024-25
Shot Chart Detail,0022400226,267,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,2,4,2,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-4,52,1,1,20241113,POR,MIN,2024-25
Shot Chart Detail,0022400226,305,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,2,0,57,Missed Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,15,8,1,0,20241113,POR,MIN,2024-25
Shot Chart Detail,0022400226,315,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,2,0,0,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,222,101,1,0,20241113,POR,MIN,2024-25
Shot Chart Detail,0022400226,333,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,3,10,45,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,148,215,1,0,20241113,POR,MIN,2024-25
Shot Chart Detail,0022400226,398,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,3,5,53,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-1,4,1,1,20241113,POR,MIN,2024-25
Shot Chart Detail,0022400226,401,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,3,5,28,Made Shot,Driving Floating Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,17,36,1,1,20241113,POR,MIN,2024-25
Shot Chart Detail,0022400226,414,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,3,4,18,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-4,10,1,1,20241113,POR,MIN,2024-25
Shot Chart Detail,0022400226,432,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,3,3,17,Missed Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,72,255,1,0,20241113,POR,MIN,2024-25
Shot Chart Detail,0022400226,470,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,3,1,36,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-124,229,1,0,20241113,POR,MIN,2024-25
Shot Chart Detail,0022400226,480,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,3,0,45,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19,86,177,1,1,20241113,POR,MIN,2024-25
Shot Chart Detail,0022400226,483,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,3,0,12,Missed Shot,Pullup Jump shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24,-234,66,1,0,20241113,POR,MIN,2024-25
Shot Chart Detail,0022400226,554,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,4,7,20,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,126,122,1,0,20241113,POR,MIN,2024-25
Shot Chart Detail,0022400226,626,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,4,2,49,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-15,257,1,0,20241113,POR,MIN,2024-25
Shot Chart Detail,0022400226,652,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,4,1,0,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,-121,142,1,1,20241113,POR,MIN,2024-25
Shot Chart Detail,0022400226,660,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,4,0,43,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,9,27,1,0,20241113,POR,MIN,2024-25
Shot Chart Detail,0022400234,51,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,1,7,1,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,38,29,1,0,20241117,MIN,PHX,2024-25
Shot Chart Detail,0022400234,73,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,1,5,37,Made Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-13,15,1,1,20241117,MIN,PHX,2024-25
Shot Chart Detail,0022400234,112,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,1,3,22,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,37,252,1,0,20241117,MIN,PHX,2024-25
Shot Chart Detail,0022400234,156,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,1,0,6,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,-26,84,1,1,20241117,MIN,PHX,2024-25
Shot Chart Detail,0022400234,310,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,2,0,59,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-156,221,1,0,20241117,MIN,PHX,2024-25
Shot Chart Detail,0022400234,417,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,3,5,28,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,25,9,1,1,20241117,MIN,PHX,2024-25
Shot Chart Detail,0022400234,428,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,3,4,53,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-31,245,1,0,20241117,MIN,PHX,2024-25
Shot Chart Detail,0022400234,432,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,3,4,42,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-2,6,1,1,20241117,MIN,PHX,2024-25
Shot Chart Detail,0022400234,448,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,3,3,41,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-180,169,1,1,20241117,MIN,PHX,2024-25
Shot Chart Detail,0022400234,452,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,3,3,6,Made Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,8,-55,64,1,1,20241117,MIN,PHX,2024-25
Shot Chart Detail,0022400234,467,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,3,1,2,Made Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-22,248,1,1,20241117,MIN,PHX,2024-25
Shot Chart Detail,0022400234,588,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,4,5,9,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-161,179,1,0,20241117,MIN,PHX,2024-25
Shot Chart Detail,0022400234,631,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,4,2,11,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-224,109,1,1,20241117,MIN,PHX,2024-25
Shot Chart Detail,0022400234,641,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,4,1,9,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,12,105,61,1,1,20241117,MIN,PHX,2024-25
Shot Chart Detail,0022400261,11,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,1,11,21,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,30,-92,291,1,1,20241121,TOR,MIN,2024-25
Shot Chart Detail,0022400261,52,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,1,7,47,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,76,257,1,0,20241121,TOR,MIN,2024-25
Shot Chart Detail,0022400261,98,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,1,4,36,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-15,46,1,1,20241121,TOR,MIN,2024-25
Shot Chart Detail,0022400261,186,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,2,10,22,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,7,260,1,0,20241121,TOR,MIN,2024-25
Shot Chart Detail,0022400261,205,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,2,8,40,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,21,40,210,1,0,20241121,TOR,MIN,2024-25
Shot Chart Detail,0022400261,356,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,3,10,59,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-159,189,1,1,20241121,TOR,MIN,2024-25
Shot Chart Detail,0022400261,363,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,3,9,52,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,93,246,1,1,20241121,TOR,MIN,2024-25
Shot Chart Detail,0022400261,367,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,3,9,20,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-18,14,1,0,20241121,TOR,MIN,2024-25
Shot Chart Detail,0022400261,373,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,3,8,43,Made Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-42,21,1,1,20241121,TOR,MIN,2024-25
Shot Chart Detail,0022400261,383,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,3,8,21,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,7,77,1,1,20241121,TOR,MIN,2024-25
Shot Chart Detail,0022400261,389,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,3,7,23,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,20,-87,183,1,0,20241121,TOR,MIN,2024-25
Shot Chart Detail,0022400261,416,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,3,5,41,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,22,-211,89,1,0,20241121,TOR,MIN,2024-25
Shot Chart Detail,0022400261,438,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,3,3,59,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,9,48,82,1,0,20241121,TOR,MIN,2024-25
Shot Chart Detail,0022400261,456,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,3,3,3,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-1,-1,1,0,20241121,TOR,MIN,2024-25
Shot Chart Detail,0022400261,555,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,4,8,56,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-146,210,1,1,20241121,TOR,MIN,2024-25
Shot Chart Detail,0022400261,560,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,4,8,25,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-230,52,1,0,20241121,TOR,MIN,2024-25
Shot Chart Detail,0022400261,565,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,4,7,53,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,11,0,1,1,20241121,TOR,MIN,2024-25
Shot Chart Detail,0022400261,597,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,4,5,6,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,20,-194,79,1,0,20241121,TOR,MIN,2024-25
Shot Chart Detail,0022400261,646,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,4,1,46,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,105,236,1,1,20241121,TOR,MIN,2024-25
Shot Chart Detail,0022400261,674,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,4,0,18,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-34,260,1,0,20241121,TOR,MIN,2024-25
Shot Chart Detail,0022400271,14,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,1,11,20,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,145,227,1,0,20241124,BOS,MIN,2024-25
Shot Chart Detail,0022400271,18,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,1,10,56,Missed Shot,Driving Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,20,57,1,0,20241124,BOS,MIN,2024-25
Shot Chart Detail,0022400271,61,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,1,6,42,Made Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-154,202,1,1,20241124,BOS,MIN,2024-25
Shot Chart Detail,0022400271,76,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,1,5,2,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0,16,1,1,20241124,BOS,MIN,2024-25
Shot Chart Detail,0022400271,79,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,1,4,34,Missed Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,13,13,139,1,0,20241124,BOS,MIN,2024-25
Shot Chart Detail,0022400271,102,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,1,3,24,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,22,100,196,1,0,20241124,BOS,MIN,2024-25
Shot Chart Detail,0022400271,130,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,1,1,20,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-17,16,1,1,20241124,BOS,MIN,2024-25
Shot Chart Detail,0022400271,227,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,2,6,28,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,12,110,55,1,0,20241124,BOS,MIN,2024-25
Shot Chart Detail,0022400271,251,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,2,4,40,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-129,231,1,1,20241124,BOS,MIN,2024-25
Shot Chart Detail,0022400271,261,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,2,3,57,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,-40,90,1,0,20241124,BOS,MIN,2024-25
Shot Chart Detail,0022400271,271,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,2,3,25,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,39,32,1,0,20241124,BOS,MIN,2024-25
Shot Chart Detail,0022400271,294,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,2,1,28,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-32,18,1,1,20241124,BOS,MIN,2024-25
Shot Chart Detail,0022400271,376,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,3,6,29,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,-65,155,1,0,20241124,BOS,MIN,2024-25
Shot Chart Detail,0022400271,425,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,3,3,19,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-96,241,1,1,20241124,BOS,MIN,2024-25
Shot Chart Detail,0022400271,428,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,3,2,48,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-127,237,1,1,20241124,BOS,MIN,2024-25
Shot Chart Detail,0022400271,430,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,3,2,16,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-47,271,1,0,20241124,BOS,MIN,2024-25
Shot Chart Detail,0022400271,540,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,4,6,19,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-190,184,1,1,20241124,BOS,MIN,2024-25
Shot Chart Detail,0022400271,547,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,4,5,3,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-179,189,1,0,20241124,BOS,MIN,2024-25
Shot Chart Detail,0022400271,575,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,4,3,13,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,83,262,1,1,20241124,BOS,MIN,2024-25
Shot Chart Detail,0022400271,578,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,4,2,39,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-130,236,1,0,20241124,BOS,MIN,2024-25
Shot Chart Detail,0022400271,589,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,4,1,27,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,44,271,1,0,20241124,BOS,MIN,2024-25
Shot Chart Detail,0022400294,20,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,1,10,27,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,132,208,1,1,20241127,MIN,SAC,2024-25
Shot Chart Detail,0022400294,30,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,1,9,51,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-61,243,1,1,20241127,MIN,SAC,2024-25
Shot Chart Detail,0022400294,45,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,1,8,27,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-9,20,1,1,20241127,MIN,SAC,2024-25
Shot Chart Detail,0022400294,91,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,1,5,23,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,136,220,1,1,20241127,MIN,SAC,2024-25
Shot Chart Detail,0022400294,103,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,1,4,0,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,97,99,1,0,20241127,MIN,SAC,2024-25
Shot Chart Detail,0022400294,107,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,1,3,49,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,223,51,1,1,20241127,MIN,SAC,2024-25
Shot Chart Detail,0022400294,267,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,2,6,17,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-13,30,1,0,20241127,MIN,SAC,2024-25
Shot Chart Detail,0022400294,314,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,2,3,25,Missed Shot,Driving Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,16,51,1,0,20241127,MIN,SAC,2024-25
Shot Chart Detail,0022400294,331,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,2,2,13,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-5,13,1,1,20241127,MIN,SAC,2024-25
Shot Chart Detail,0022400294,340,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,2,1,36,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,74,239,1,0,20241127,MIN,SAC,2024-25
Shot Chart Detail,0022400294,362,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,2,0,31,Made Shot,Step Back Bank Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,10,-99,34,1,1,20241127,MIN,SAC,2024-25
Shot Chart Detail,0022400294,365,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,2,0,3,Missed Shot,Running Pull-Up Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,15,130,1,0,20241127,MIN,SAC,2024-25
Shot Chart Detail,0022400294,396,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,3,9,42,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-9,23,1,0,20241127,MIN,SAC,2024-25
Shot Chart Detail,0022400294,421,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,3,7,4,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,6,132,1,0,20241127,MIN,SAC,2024-25
Shot Chart Detail,0022400294,458,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,3,4,58,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-115,226,1,0,20241127,MIN,SAC,2024-25
Shot Chart Detail,0022400294,462,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,3,4,18,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,11,-56,96,1,0,20241127,MIN,SAC,2024-25
Shot Chart Detail,0022400294,496,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,3,1,43,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,-75,160,1,0,20241127,MIN,SAC,2024-25
Shot Chart Detail,0022400294,608,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,4,7,17,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,12,13,1,1,20241127,MIN,SAC,2024-25
Shot Chart Detail,0022400294,611,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,4,6,41,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-154,205,1,0,20241127,MIN,SAC,2024-25
Shot Chart Detail,0022400294,615,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,4,6,16,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,230,32,1,0,20241127,MIN,SAC,2024-25
Shot Chart Detail,0022400294,655,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,4,2,51,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,66,243,1,0,20241127,MIN,SAC,2024-25
Shot Chart Detail,0022400294,658,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,4,2,15,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,-12,81,1,1,20241127,MIN,SAC,2024-25
Shot Chart Detail,0022400294,682,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,4,0,35,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,21,57,1,0,20241127,MIN,SAC,2024-25
Shot Chart Detail,0022400294,689,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,4,0,1,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,11,29,1,0,20241127,MIN,SAC,2024-25
Shot Chart Detail,0022400318,11,1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,1,11,10,Made Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,12,21,1,1,20241202,MIN,LAL,2024-25
