PLAYER_NAME,SEASON,GAME_DATE,SHOT_MADE_FLAG,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_DISTANCE,LOC_X,LOC_Y,ACTION_TYPE,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,SECONDS_LEFT_IN_PERIOD,IS_CLUTCH,IS_THREE
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231108,1,2PT Field Goal,Restricted Area,Center(C),2,-1,26,Running Dunk Shot,2,0,43,43,0,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231108,0,2PT Field Goal,Mid-Range,Left Side(L),10,-103,20,Turnaround Fadeaway shot,3,9,54,594,0,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231108,0,3PT Field Goal,Above the Break 3,Center(C),24,-62,241,Pullup Jump shot,3,8,23,503,0,1
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231108,1,2PT Field Goal,Restricted Area,Center(C),1,-9,9,Running Dunk Shot,3,8,6,486,0,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231108,0,3PT Field Goal,Right Corner 3,Right Side(R),24,228,83,Step Back Jump shot,3,7,40,460,0,1
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231108,0,2PT Field Goal,Restricted Area,Center(C),2,-15,14,Running Layup Shot,3,7,12,432,0,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231108,1,2PT Field Goal,Mid-Range,Left Side Center(LC),22,-97,206,Step Back Jump shot,3,5,29,329,0,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231108,1,2PT Field Goal,Restricted Area,Center(C),1,-7,11,Running Dunk Shot,3,4,19,259,0,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231108,0,2PT Field Goal,Mid-Range,Center(C),14,-11,145,Turnaround Jump Shot,3,3,50,230,0,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231108,1,3PT Field Goal,Left Corner 3,Left Side(L),23,-235,21,Jump Shot,3,1,15,75,0,1
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231108,1,2PT Field Goal,In The Paint (Non-RA),Center(C),7,-63,31,Jump Bank Shot,4,6,38,398,0,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231108,0,3PT Field Goal,Above the Break 3,Right Side Center(RC),24,170,173,Pullup Jump shot,4,5,30,330,0,1
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231108,1,2PT Field Goal,Restricted Area,Center(C),1,-2,14,Running Dunk Shot,4,4,54,294,1,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231112,0,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,148,213,Pullup Jump shot,1,9,8,548,0,1
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231112,1,2PT Field Goal,In The Paint (Non-RA),Center(C),6,54,42,Driving Layup Shot,1,6,17,377,0,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231112,0,2PT Field Goal,Mid-Range,Center(C),17,-22,176,Running Jump Shot,1,4,53,293,0,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231112,0,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,208,152,Jump Shot,2,8,45,525,0,1
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231112,1,2PT Field Goal,Restricted Area,Center(C),3,-26,20,Driving Reverse Layup Shot,2,8,23,503,0,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231112,0,2PT Field Goal,In The Paint (Non-RA),Center(C),4,42,22,Running Layup Shot,2,6,32,392,0,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231112,1,2PT Field Goal,In The Paint (Non-RA),Center(C),6,59,25,Turnaround Fadeaway Bank Jump Shot,2,4,15,255,0,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231112,1,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-203,162,Step Back Jump shot,2,3,51,231,0,1
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231112,0,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,208,151,Pullup Jump shot,2,2,50,170,0,1
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231112,0,2PT Field Goal,In The Paint (Non-RA),Center(C),4,-39,31,Driving Layup Shot,2,1,43,103,0,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231112,0,2PT Field Goal,Mid-Range,Left Side(L),17,-148,95,Pullup Jump shot,3,11,17,677,0,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231112,0,3PT Field Goal,Above the Break 3,Left Side Center(LC),27,-136,241,Pullup Jump shot,3,8,12,492,0,1
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231112,1,2PT Field Goal,In The Paint (Non-RA),Center(C),12,-23,122,Pullup Jump shot,3,7,34,454,0,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231112,0,2PT Field Goal,Mid-Range,Right Side Center(RC),18,93,164,Step Back Jump shot,3,5,37,337,0,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231112,0,2PT Field Goal,In The Paint (Non-RA),Center(C),6,-2,64,Driving Layup Shot,3,5,25,325,0,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231112,1,2PT Field Goal,Restricted Area,Center(C),3,-28,27,Driving Dunk Shot,3,3,47,227,0,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231112,0,2PT Field Goal,In The Paint (Non-RA),Center(C),4,44,13,Running Layup Shot,3,2,8,128,0,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231112,1,2PT Field Goal,In The Paint (Non-RA),Center(C),11,-2,115,Turnaround Fadeaway shot,3,1,26,86,0,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231112,1,2PT Field Goal,In The Paint (Non-RA),Center(C),4,-29,36,Driving Finger Roll Layup Shot,4,8,2,482,0,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231112,0,3PT Field Goal,Above the Break 3,Left Side Center(LC),29,-116,267,Pullup Jump shot,4,6,51,411,0,1
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231112,0,3PT Field Goal,Above the Break 3,Center(C),31,-70,306,Pullup Jump shot,4,6,11,371,0,1
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231112,0,3PT Field Goal,Above the Break 3,Left Side Center(LC),28,-173,225,Pullup Jump shot,4,5,59,359,0,1
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231112,0,3PT Field Goal,Above the Break 3,Left Side Center(LC),27,-190,205,Step Back Jump shot,4,4,41,281,1,1
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231112,0,2PT Field Goal,In The Paint (Non-RA),Center(C),7,54,55,Driving Floating Jump Shot,4,2,47,167,1,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231112,1,2PT Field Goal,In The Paint (Non-RA),Center(C),4,-37,26,Running Layup Shot,4,2,13,133,1,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231112,1,2PT Field Goal,In The Paint (Non-RA),Center(C),10,1,104,Turnaround Jump Shot,4,1,40,100,1,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231112,1,2PT Field Goal,Mid-Range,Right Side(R),14,98,104,Pullup Jump shot,4,1,16,76,1,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231115,0,2PT Field Goal,In The Paint (Non-RA),Center(C),5,-50,32,Driving Floating Bank Jump Shot,1,11,43,703,0,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231115,1,2PT Field Goal,Mid-Range,Right Side(R),21,209,22,Jump Shot,1,10,24,624,0,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231115,0,2PT Field Goal,In The Paint (Non-RA),Center(C),6,-9,63,Fadeaway Jump Shot,1,8,14,494,0,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231115,0,2PT Field Goal,Mid-Range,Left Side(L),21,-181,120,Step Back Jump shot,1,5,1,301,0,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231115,0,2PT Field Goal,Mid-Range,Left Side(L),12,-121,47,Pullup Jump shot,2,10,10,610,0,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231115,1,2PT Field Goal,Restricted Area,Center(C),1,-15,10,Driving Reverse Layup Shot,2,8,46,526,0,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231115,0,3PT Field Goal,Above the Break 3,Center(C),25,56,247,Running Pull-Up Jump Shot,2,7,30,450,0,1
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231115,1,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,170,188,Jump Shot,2,5,55,355,0,1
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231115,0,2PT Field Goal,In The Paint (Non-RA),Center(C),5,16,52,Cutting Layup Shot,2,0,24,24,0,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231115,0,2PT Field Goal,In The Paint (Non-RA),Center(C),8,10,85,Driving Floating Jump Shot,2,0,13,13,0,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231115,0,2PT Field Goal,Restricted Area,Center(C),0,0,0,Tip Layup Shot,2,0,7,7,0,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231115,0,3PT Field Goal,Above the Break 3,Left Side Center(LC),26,-136,226,Jump Shot,3,11,12,672,0,1
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231115,0,2PT Field Goal,In The Paint (Non-RA),Center(C),9,43,85,Driving Floating Bank Jump Shot,3,9,26,566,0,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231115,0,2PT Field Goal,Mid-Range,Left Side(L),14,-105,95,Driving Layup Shot,3,4,58,298,0,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231115,1,2PT Field Goal,Mid-Range,Right Side Center(RC),16,112,127,Pullup Jump shot,4,6,3,363,0,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231115,0,2PT Field Goal,In The Paint (Non-RA),Center(C),11,-51,107,Fadeaway Jump Shot,4,4,42,282,1,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231118,1,2PT Field Goal,Mid-Range,Left Side(L),19,-190,8,Jump Shot,1,11,38,698,0,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231118,0,2PT Field Goal,In The Paint (Non-RA),Right Side(R),9,53,80,Pullup Jump shot,1,10,23,623,0,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231118,0,2PT Field Goal,Mid-Range,Right Side Center(RC),21,123,179,Pullup Jump shot,1,7,26,446,0,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231118,1,2PT Field Goal,In The Paint (Non-RA),Center(C),8,38,80,Driving Floating Bank Jump Shot,1,7,5,425,0,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231118,1,3PT Field Goal,Right Corner 3,Right Side(R),24,234,78,Jump Shot,1,3,17,197,0,1
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231118,1,3PT Field Goal,Above the Break 3,Right Side Center(RC),26,119,235,Jump Shot,2,9,57,597,0,1
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231118,1,3PT Field Goal,Above the Break 3,Right Side Center(RC),26,168,203,Jump Shot,2,9,10,550,0,1
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231118,0,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-178,182,Step Back Jump shot,2,8,43,523,0,1
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231118,0,2PT Field Goal,Mid-Range,Right Side(R),17,156,78,Pullup Jump shot,2,7,52,472,0,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231118,0,3PT Field Goal,Right Corner 3,Right Side(R),22,223,15,Jump Shot,3,10,18,618,0,1
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231118,0,2PT Field Goal,In The Paint (Non-RA),Center(C),7,37,67,Turnaround Fadeaway shot,3,9,20,560,0,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231118,1,2PT Field Goal,In The Paint (Non-RA),Center(C),6,-50,43,Driving Finger Roll Layup Shot,4,8,18,498,0,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231118,1,2PT Field Goal,Mid-Range,Left Side(L),18,-184,29,Jump Shot,4,6,21,381,0,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231118,0,3PT Field Goal,Above the Break 3,Right Side Center(RC),24,127,211,Running Pull-Up Jump Shot,4,5,26,326,0,1
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231118,0,2PT Field Goal,Mid-Range,Left Side Center(LC),21,-168,134,Step Back Jump shot,4,4,31,271,1,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231118,1,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,154,204,Jump Shot,4,3,56,236,1,1
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231118,0,3PT Field Goal,Above the Break 3,Center(C),26,74,253,Pullup Jump shot,4,3,21,201,1,1
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231118,1,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,208,149,Jump Shot,4,1,54,114,1,1
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231118,0,3PT Field Goal,Above the Break 3,Right Side Center(RC),26,103,243,Step Back Jump shot,4,0,40,40,1,1
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231120,1,2PT Field Goal,Mid-Range,Right Side(R),12,115,53,Driving Floating Bank Jump Shot,1,9,56,596,0,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231120,0,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8,-55,71,Pullup Jump shot,1,6,12,372,0,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231120,1,2PT Field Goal,Restricted Area,Center(C),0,0,0,Tip Dunk Shot,1,5,49,349,0,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231120,0,2PT Field Goal,Mid-Range,Left Side(L),11,-96,58,Pullup Jump shot,1,4,15,255,0,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231120,0,3PT Field Goal,Above the Break 3,Right Side Center(RC),24,151,187,Running Pull-Up Jump Shot,2,2,53,173,0,1
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231120,0,2PT Field Goal,In The Paint (Non-RA),Center(C),11,9,119,Turnaround Fadeaway shot,2,2,31,151,0,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231120,0,3PT Field Goal,Above the Break 3,Right Side Center(RC),24,173,176,Pullup Jump shot,2,1,26,86,0,1
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231120,1,2PT Field Goal,Mid-Range,Center(C),15,60,143,Pullup Jump shot,3,11,49,709,0,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231120,1,2PT Field Goal,Mid-Range,Center(C),20,5,206,Pullup Jump shot,3,10,24,624,0,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231120,0,2PT Field Goal,In The Paint (Non-RA),Center(C),7,66,32,Pullup Jump shot,3,9,59,599,0,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231120,1,2PT Field Goal,Restricted Area,Center(C),3,-14,28,Driving Finger Roll Layup Shot,3,8,22,502,0,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231120,0,2PT Field Goal,In The Paint (Non-RA),Center(C),9,9,99,Driving Floating Jump Shot,3,6,37,397,0,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231120,1,2PT Field Goal,Restricted Area,Center(C),1,7,15,Driving Layup Shot,3,5,31,331,0,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231120,0,2PT Field Goal,Restricted Area,Center(C),3,13,28,Driving Layup Shot,3,3,19,199,0,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231120,0,2PT Field Goal,In The Paint (Non-RA),Center(C),6,-38,57,Floating Jump shot,3,2,46,166,0,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231120,0,3PT Field Goal,Above the Break 3,Left Side Center(LC),26,-167,200,Jump Shot,4,10,42,642,0,1
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231120,1,2PT Field Goal,In The Paint (Non-RA),Center(C),4,41,23,Finger Roll Layup Shot,4,7,44,464,0,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231120,1,3PT Field Goal,Above the Break 3,Right Side Center(RC),26,175,194,Running Pull-Up Jump Shot,4,7,21,441,0,1
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231120,0,3PT Field Goal,Above the Break 3,Center(C),25,75,246,Pullup Jump shot,4,6,50,410,0,1
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231120,0,3PT Field Goal,Above the Break 3,Left Side Center(LC),26,-172,200,Step Back Jump shot,4,4,47,287,1,1
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231120,1,2PT Field Goal,Restricted Area,Center(C),2,5,22,Dunk Shot,4,4,14,254,1,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231122,1,2PT Field Goal,Restricted Area,Center(C),1,-4,13,Running Layup Shot,1,11,12,672,0,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231122,1,3PT Field Goal,Above the Break 3,Right Side Center(RC),26,131,232,Jump Shot,1,10,15,615,0,1
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231122,0,3PT Field Goal,Above the Break 3,Center(C),25,60,246,Pullup Jump shot,1,9,59,599,0,1
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231122,1,2PT Field Goal,Mid-Range,Right Side Center(RC),17,85,155,Fadeaway Jump Shot,1,7,17,437,0,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231122,0,2PT Field Goal,Mid-Range,Left Side(L),11,-92,61,Pullup Jump shot,1,6,26,386,0,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231122,0,2PT Field Goal,In The Paint (Non-RA),Center(C),4,-25,42,Driving Floating Jump Shot,1,6,17,377,0,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231122,1,2PT Field Goal,Restricted Area,Center(C),3,-2,32,Driving Hook Shot,1,5,15,315,0,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231122,0,2PT Field Goal,Restricted Area,Center(C),1,5,9,Cutting Layup Shot,1,0,2,2,0,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231122,0,2PT Field Goal,Mid-Range,Left Side(L),9,-91,25,Fadeaway Jump Shot,1,0,0,0,0,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231122,1,3PT Field Goal,Above the Break 3,Center(C),25,13,251,Step Back Jump shot,2,6,8,368,0,1
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231122,0,2PT Field Goal,Mid-Range,Right Side(R),14,123,69,Turnaround Fadeaway Bank Jump Shot,2,5,39,339,0,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231122,1,2PT Field Goal,Mid-Range,Left Side(L),15,-150,31,Step Back Jump shot,2,3,18,198,0,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231122,0,2PT Field Goal,In The Paint (Non-RA),Center(C),8,18,83,Floating Jump shot,2,0,7,7,0,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231122,0,3PT Field Goal,Backcourt,Back Court(BC),52,-87,514,Turnaround Jump Shot,2,0,0,0,0,1
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231122,1,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,207,157,Jump Shot,3,11,24,684,0,1
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231122,1,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-97,241,Pullup Jump shot,3,10,58,658,0,1
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231122,1,2PT Field Goal,Restricted Area,Center(C),1,1,15,Cutting Dunk Shot,3,8,39,519,0,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231122,1,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,142,212,Running Pull-Up Jump Shot,3,7,10,430,0,1
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231122,0,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-163,197,Pullup Jump shot,3,6,41,401,0,1
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231122,1,2PT Field Goal,Restricted Area,Center(C),2,12,20,Running Finger Roll Layup Shot,3,3,58,238,0,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231122,0,2PT Field Goal,Mid-Range,Right Side Center(RC),20,148,148,Pullup Jump shot,3,3,17,197,0,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231122,0,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,176,183,Pullup Jump shot,4,2,4,124,1,1
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231126,1,2PT Field Goal,In The Paint (Non-RA),Center(C),13,20,136,Pullup Jump shot,1,10,7,607,0,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231126,0,3PT Field Goal,Above the Break 3,Center(C),25,-50,252,Step Back Jump shot,1,6,32,392,0,1
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231126,1,2PT Field Goal,Mid-Range,Right Side Center(RC),21,154,149,Pullup Jump shot,1,5,4,304,0,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231126,0,2PT Field Goal,Mid-Range,Left Side(L),12,-96,73,Step Back Bank Jump Shot,1,2,55,175,0,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231126,1,2PT Field Goal,Mid-Range,Right Side(R),21,176,122,Pullup Jump shot,1,2,35,155,0,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231126,1,2PT Field Goal,Mid-Range,Center(C),19,45,194,Fadeaway Jump Shot,1,0,12,12,0,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231126,0,2PT Field Goal,In The Paint (Non-RA),Center(C),13,-25,134,Turnaround Fadeaway shot,2,0,32,32,0,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231126,1,3PT Field Goal,Above the Break 3,Center(C),25,-38,248,Jump Shot,3,11,6,666,0,1
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231126,0,3PT Field Goal,Above the Break 3,Right Side Center(RC),24,110,222,Running Jump Shot,3,5,23,323,0,1
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231126,0,2PT Field Goal,In The Paint (Non-RA),Center(C),13,65,113,Turnaround Fadeaway shot,3,3,52,232,0,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231126,1,2PT Field Goal,Mid-Range,Left Side(L),10,-107,-1,Fadeaway Jump Shot,3,3,16,196,0,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231126,0,3PT Field Goal,Above the Break 3,Right Side Center(RC),24,109,219,Running Pull-Up Jump Shot,3,1,57,117,0,1
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231126,1,2PT Field Goal,Restricted Area,Center(C),2,-22,5,Driving Layup Shot,3,1,30,90,0,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231126,1,2PT Field Goal,Restricted Area,Center(C),0,2,0,Driving Dunk Shot,4,3,50,230,1,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231214,0,2PT Field Goal,Mid-Range,Right Side(R),17,148,98,Pullup Jump shot,1,9,36,576,0,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231214,0,2PT Field Goal,Mid-Range,Right Side(R),17,179,17,Step Back Jump shot,1,9,27,567,0,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231214,1,2PT Field Goal,Restricted Area,Center(C),2,-21,13,Driving Layup Shot,1,8,32,512,0,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231214,0,2PT Field Goal,In The Paint (Non-RA),Center(C),13,6,134,Driving Floating Jump Shot,1,8,6,486,0,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231214,1,2PT Field Goal,In The Paint (Non-RA),Center(C),5,-28,43,Turnaround Jump Shot,1,6,27,387,0,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231214,0,3PT Field Goal,Above the Break 3,Right Side Center(RC),24,212,127,Jump Shot,1,4,49,289,0,1
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231214,0,2PT Field Goal,Mid-Range,Left Side Center(LC),17,-108,136,Pullup Jump shot,1,3,49,229,0,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231214,0,2PT Field Goal,Restricted Area,Center(C),1,9,13,Driving Layup Shot,1,1,40,100,0,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231214,0,2PT Field Goal,In The Paint (Non-RA),Center(C),4,-42,11,Driving Layup Shot,2,3,43,223,0,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231214,0,2PT Field Goal,Restricted Area,Center(C),0,0,0,Tip Layup Shot,2,3,41,221,0,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231214,0,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8,51,66,Turnaround Jump Shot,2,0,15,15,0,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231214,0,2PT Field Goal,Restricted Area,Center(C),3,-15,34,Driving Dunk Shot,3,10,6,606,0,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231214,0,2PT Field Goal,In The Paint (Non-RA),Center(C),5,32,49,Driving Floating Jump Shot,3,7,3,423,0,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231214,0,2PT Field Goal,Restricted Area,Center(C),1,-6,8,Driving Layup Shot,3,4,52,292,0,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231214,0,2PT Field Goal,Restricted Area,Center(C),1,-13,11,Driving Reverse Layup Shot,3,3,40,220,0,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231214,0,2PT Field Goal,Mid-Range,Left Side(L),16,-163,0,Pullup Jump shot,3,1,14,74,0,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231214,1,2PT Field Goal,Restricted Area,Center(C),2,22,2,Running Layup Shot,3,0,56,56,0,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231214,0,3PT Field Goal,Above the Break 3,Left Side Center(LC),27,-108,249,Jump Shot,3,0,35,35,0,1
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231214,0,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-165,195,Jump Shot,4,4,24,264,1,1
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231216,0,2PT Field Goal,Mid-Range,Left Side(L),12,-93,81,Pullup Jump shot,1,11,35,695,0,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231216,0,2PT Field Goal,In The Paint (Non-RA),Center(C),5,-11,54,Turnaround Jump Shot,1,9,6,546,0,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231216,0,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-208,143,Jump Shot,1,7,4,424,0,1
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231216,0,2PT Field Goal,In The Paint (Non-RA),Center(C),5,11,52,Turnaround Hook Shot,1,6,23,383,0,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231216,1,2PT Field Goal,Mid-Range,Right Side Center(RC),20,119,173,Pullup Jump shot,2,10,24,624,0,0
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231216,1,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,183,176,Jump Shot,2,3,44,224,0,1
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231216,1,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,119,222,Pullup Jump shot,2,3,5,185,0,1
Anthony Edwards,2023-24,1970-01-01 00:00:00.020231216,1,3PT Field Goal,Right Corner 3,Right Side(R),23,230,65,Jump Shot,2,2,39,159,0,1
