PLAYER_NAME,SEASON,GAME_DATE,SHOT_MADE_FLAG,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_DISTANCE,LOC_X,LOC_Y,ACTION_TYPE,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,SECONDS_LEFT_IN_PERIOD,IS_CLUTCH,IS_THREE
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221019,1,2PT Field Goal,Restricted Area,Center(C),1,2,16,Driving Layup Shot,1,10,9,609,0,0
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221019,0,3PT Field Goal,Above the Break 3,Center(C),25,31,257,Jump Shot,1,7,29,449,0,1
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221019,0,3PT Field Goal,Above the Break 3,Center(C),25,-54,252,Pullup Jump shot,1,5,21,321,0,1
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221019,1,3PT Field Goal,Above the Break 3,Center(C),25,44,251,Jump Shot,1,1,54,114,0,1
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221019,0,2PT Field Goal,Restricted Area,Center(C),1,-7,13,Driving Layup Shot,1,1,22,82,0,0
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221019,0,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-183,174,Jump Shot,2,4,54,294,0,1
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221019,1,2PT Field Goal,Restricted Area,Center(C),3,24,18,Driving Layup Shot,2,1,29,89,0,0
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221019,0,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-195,158,Step Back Jump shot,2,0,46,46,0,1
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221019,0,2PT Field Goal,Restricted Area,Center(C),2,-1,29,Driving Layup Shot,2,0,4,4,0,0
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221019,0,2PT Field Goal,Mid-Range,Left Side Center(LC),19,-119,159,Pullup Jump shot,3,11,37,697,0,0
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221019,0,2PT Field Goal,Restricted Area,Center(C),1,-6,11,Driving Layup Shot,3,9,39,579,0,0
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221019,1,2PT Field Goal,Mid-Range,Right Side(R),9,86,39,Turnaround Fadeaway shot,3,7,57,477,0,0
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221019,0,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-153,201,Pullup Jump shot,3,6,12,372,0,1
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221019,0,3PT Field Goal,Above the Break 3,Right Side Center(RC),24,203,130,Jump Shot,3,4,30,270,0,1
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221019,0,2PT Field Goal,Restricted Area,Center(C),2,-9,22,Driving Layup Shot,4,3,41,221,1,0
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221019,0,2PT Field Goal,Restricted Area,Center(C),2,-13,26,Running Layup Shot,4,1,52,112,1,0
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221019,0,2PT Field Goal,In The Paint (Non-RA),Center(C),14,70,132,Pullup Jump shot,4,0,57,57,1,0
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221021,1,3PT Field Goal,Right Corner 3,Right Side(R),24,227,81,Step Back Jump shot,1,9,42,582,0,1
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221021,0,2PT Field Goal,Restricted Area,Center(C),1,-15,11,Driving Layup Shot,1,8,53,533,0,0
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221021,1,2PT Field Goal,Restricted Area,Center(C),1,-7,10,Driving Layup Shot,1,7,11,431,0,0
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221021,1,3PT Field Goal,Above the Break 3,Right Side Center(RC),24,214,113,Jump Shot,1,4,29,269,0,1
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221021,1,2PT Field Goal,Restricted Area,Center(C),0,-5,7,Running Finger Roll Layup Shot,1,2,8,128,0,0
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221021,0,3PT Field Goal,Above the Break 3,Center(C),24,-37,247,Pullup Jump shot,1,1,38,98,0,1
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221021,0,3PT Field Goal,Backcourt,Back Court(BC),42,-2,424,Jump Shot,1,0,0,0,0,1
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221021,0,2PT Field Goal,Restricted Area,Center(C),1,-6,17,Driving Layup Shot,2,3,44,224,0,0
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221021,1,2PT Field Goal,Restricted Area,Center(C),0,0,1,Driving Layup Shot,2,2,54,174,0,0
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221021,0,3PT Field Goal,Left Corner 3,Left Side(L),24,-232,85,Jump Shot,2,2,3,123,0,1
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221021,0,2PT Field Goal,Restricted Area,Center(C),1,-2,17,Driving Layup Shot,2,1,28,88,0,0
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221021,1,2PT Field Goal,Restricted Area,Center(C),1,2,15,Driving Layup Shot,3,10,56,656,0,0
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221021,1,2PT Field Goal,Restricted Area,Center(C),1,1,14,Cutting Layup Shot,3,7,12,432,0,0
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221021,0,2PT Field Goal,Restricted Area,Center(C),2,6,27,Layup Shot,3,5,55,355,0,0
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221021,1,3PT Field Goal,Above the Break 3,Center(C),25,60,251,Pullup Jump shot,3,5,16,316,0,1
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221021,1,2PT Field Goal,Restricted Area,Center(C),2,-1,22,Driving Layup Shot,3,4,22,262,0,0
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221021,0,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,113,230,Jump Shot,3,2,27,147,0,1
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221021,0,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,132,216,Jump Shot,3,1,55,115,0,1
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221021,0,3PT Field Goal,Above the Break 3,Left Side Center(LC),24,-134,211,Step Back Jump shot,4,5,31,331,0,1
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221021,1,2PT Field Goal,Restricted Area,Center(C),3,20,27,Driving Layup Shot,4,4,4,244,1,0
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221021,0,2PT Field Goal,Restricted Area,Center(C),2,-21,20,Driving Layup Shot,4,3,32,212,1,0
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221021,1,2PT Field Goal,Restricted Area,Center(C),2,11,26,Driving Layup Shot,4,2,13,133,1,0
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221021,1,2PT Field Goal,Restricted Area,Center(C),2,-25,16,Driving Layup Shot,4,1,16,76,1,0
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221023,1,2PT Field Goal,Restricted Area,Center(C),2,-2,23,Floating Jump shot,1,11,9,669,0,0
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221023,1,2PT Field Goal,Restricted Area,Center(C),1,-13,13,Driving Finger Roll Layup Shot,1,8,54,534,0,0
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221023,0,3PT Field Goal,Above the Break 3,Left Side Center(LC),26,-92,251,Step Back Jump shot,1,7,59,479,0,1
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221023,1,2PT Field Goal,Restricted Area,Center(C),0,-5,8,Driving Reverse Layup Shot,1,6,59,419,0,0
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221023,1,2PT Field Goal,Restricted Area,Center(C),3,-36,16,Driving Layup Shot,1,4,49,289,0,0
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221023,1,2PT Field Goal,In The Paint (Non-RA),Center(C),4,-40,8,Layup Shot,1,2,20,140,0,0
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221023,1,2PT Field Goal,Mid-Range,Right Side(R),19,189,20,Pullup Jump shot,1,1,58,118,0,0
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221023,0,3PT Field Goal,Right Corner 3,Right Side(R),23,230,7,Jump Shot,2,3,55,235,0,1
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221023,1,3PT Field Goal,Above the Break 3,Center(C),26,-6,268,Pullup Jump shot,2,2,10,130,0,1
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221023,1,2PT Field Goal,Restricted Area,Center(C),1,-9,10,Running Layup Shot,2,1,34,94,0,0
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221023,0,2PT Field Goal,Mid-Range,Right Side(R),20,207,15,Jump Shot,2,0,30,30,0,0
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221023,0,2PT Field Goal,Restricted Area,Center(C),1,10,0,Driving Layup Shot,3,11,23,683,0,0
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221023,0,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-140,210,Pullup Jump shot,3,10,20,620,0,1
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221023,1,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-223,127,Step Back Jump shot,3,7,14,434,0,1
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221023,1,2PT Field Goal,Restricted Area,Center(C),1,-10,-4,Driving Layup Shot,3,6,40,400,0,0
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221023,1,2PT Field Goal,Mid-Range,Center(C),22,10,227,Pullup Jump shot,4,10,9,609,0,0
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221023,1,3PT Field Goal,Above the Break 3,Right Side Center(RC),27,105,252,Pullup Jump shot,4,7,8,428,0,1
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221023,1,2PT Field Goal,Mid-Range,Right Side(R),15,146,61,Step Back Jump shot,4,6,33,393,0,0
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221023,0,3PT Field Goal,Above the Break 3,Center(C),26,59,256,Pullup Jump shot,4,6,9,369,0,1
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221024,0,2PT Field Goal,Restricted Area,Center(C),3,22,26,Driving Finger Roll Layup Shot,1,10,51,651,0,0
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221024,0,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-134,219,Pullup Jump shot,1,9,37,577,0,1
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221024,0,2PT Field Goal,Restricted Area,Center(C),3,-18,25,Driving Layup Shot,1,8,53,533,0,0
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221024,0,2PT Field Goal,Restricted Area,Center(C),1,-11,11,Driving Layup Shot,2,9,5,545,0,0
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221024,1,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,152,203,Jump Shot,2,3,27,207,0,1
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221024,1,2PT Field Goal,Restricted Area,Center(C),1,5,17,Driving Layup Shot,2,2,13,133,0,0
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221024,0,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-86,240,Running Pull-Up Jump Shot,2,1,52,112,0,1
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221024,1,2PT Field Goal,Restricted Area,Center(C),1,1,17,Driving Layup Shot,2,0,30,30,0,0
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221024,0,3PT Field Goal,Above the Break 3,Right Side Center(RC),30,167,260,Pullup Jump shot,2,0,0,0,0,1
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221024,0,3PT Field Goal,Above the Break 3,Left Side Center(LC),24,-189,160,Pullup Jump shot,3,10,27,627,0,1
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221024,0,3PT Field Goal,Above the Break 3,Right Side Center(RC),24,116,217,Jump Shot,3,7,43,463,0,1
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221024,0,2PT Field Goal,Restricted Area,Center(C),1,9,5,Driving Layup Shot,3,6,5,365,0,0
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221024,0,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-140,212,Step Back Jump shot,3,5,4,304,0,1
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221024,0,2PT Field Goal,Restricted Area,Center(C),0,1,8,Driving Layup Shot,3,4,10,250,0,0
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221024,0,3PT Field Goal,Above the Break 3,Center(C),25,-29,251,Pullup Jump shot,4,7,21,441,0,1
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221026,1,3PT Field Goal,Above the Break 3,Center(C),24,65,236,Step Back Jump shot,1,11,40,700,0,1
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221026,1,3PT Field Goal,Above the Break 3,Left Side Center(LC),24,-219,119,Jump Shot,1,11,8,668,0,1
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221026,0,3PT Field Goal,Above the Break 3,Center(C),24,-34,247,Pullup Jump shot,1,9,46,586,0,1
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221026,1,3PT Field Goal,Above the Break 3,Right Side Center(RC),24,163,188,Jump Shot,1,8,47,527,0,1
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221026,1,3PT Field Goal,Above the Break 3,Center(C),24,-36,247,Pullup Jump shot,1,7,43,463,0,1
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221026,0,3PT Field Goal,Above the Break 3,Left Side Center(LC),24,-146,201,Pullup Jump shot,1,7,14,434,0,1
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221026,1,3PT Field Goal,Above the Break 3,Left Side Center(LC),24,-206,130,Jump Shot,1,4,27,267,0,1
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221026,0,2PT Field Goal,Restricted Area,Center(C),2,-22,17,Driving Layup Shot,1,0,2,2,0,0
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221026,0,2PT Field Goal,Restricted Area,Center(C),2,-26,10,Driving Layup Shot,2,4,37,277,0,0
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221026,0,2PT Field Goal,In The Paint (Non-RA),Center(C),10,1,106,Turnaround Jump Shot,2,2,49,169,0,0
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221026,0,3PT Field Goal,Above the Break 3,Center(C),25,49,252,Pullup Jump shot,3,1,28,88,0,1
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221026,1,3PT Field Goal,Left Corner 3,Left Side(L),22,-223,22,Jump Shot,3,1,8,68,0,1
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221026,1,3PT Field Goal,Above the Break 3,Left Side Center(LC),24,-180,172,Step Back Jump shot,3,0,14,14,0,1
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221026,0,3PT Field Goal,Above the Break 3,Center(C),26,-49,258,Pullup Jump shot,4,11,43,703,0,1
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221026,1,2PT Field Goal,Mid-Range,Right Side Center(RC),16,74,152,Pullup Jump shot,4,10,23,623,0,0
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221026,0,3PT Field Goal,Above the Break 3,Right Side Center(RC),24,142,196,Jump Shot,4,6,4,364,0,1
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221026,1,2PT Field Goal,Restricted Area,Center(C),2,20,15,Reverse Layup Shot,4,5,11,311,0,0
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221026,0,2PT Field Goal,In The Paint (Non-RA),Center(C),5,40,42,Driving Layup Shot,4,4,45,285,1,0
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221026,1,2PT Field Goal,In The Paint (Non-RA),Center(C),13,12,136,Pullup Jump shot,4,2,0,120,1,0
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221026,1,2PT Field Goal,Restricted Area,Center(C),2,17,20,Driving Finger Roll Layup Shot,4,1,42,102,1,0
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221026,1,2PT Field Goal,Restricted Area,Center(C),1,17,8,Layup Shot,4,1,13,73,1,0
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221028,1,2PT Field Goal,Restricted Area,Center(C),0,-5,5,Driving Finger Roll Layup Shot,1,9,36,576,0,0
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221028,0,3PT Field Goal,Above the Break 3,Left Side Center(LC),26,-104,247,Pullup Jump shot,1,7,42,462,0,1
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221028,0,3PT Field Goal,Above the Break 3,Center(C),24,-60,241,Pullup Jump shot,1,5,43,343,0,1
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221028,1,2PT Field Goal,Restricted Area,Center(C),0,-1,-4,Driving Finger Roll Layup Shot,1,5,23,323,0,0
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221028,1,2PT Field Goal,Restricted Area,Center(C),0,0,2,Driving Layup Shot,1,2,25,145,0,0
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221028,0,2PT Field Goal,Restricted Area,Center(C),0,-7,6,Driving Layup Shot,1,1,59,119,0,0
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221028,1,2PT Field Goal,Restricted Area,Center(C),0,-4,8,Running Layup Shot,3,9,38,578,0,0
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221028,1,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,180,177,Step Back Jump shot,3,8,27,507,0,1
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221028,1,2PT Field Goal,Mid-Range,Left Side Center(LC),20,-97,176,Pullup Jump shot,3,6,47,407,0,0
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221028,0,3PT Field Goal,Above the Break 3,Left Side Center(LC),27,-112,250,Step Back Jump shot,3,6,4,364,0,1
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221028,1,2PT Field Goal,Restricted Area,Center(C),1,7,14,Driving Finger Roll Layup Shot,3,5,45,345,0,0
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221028,1,3PT Field Goal,Above the Break 3,Right Side Center(RC),26,159,214,Pullup Jump shot,3,4,37,277,0,1
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221028,0,2PT Field Goal,In The Paint (Non-RA),Center(C),12,15,126,Pullup Jump shot,3,4,17,257,0,0
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221028,0,2PT Field Goal,In The Paint (Non-RA),Center(C),4,4,46,Turnaround Jump Shot,3,2,55,175,0,0
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221028,0,2PT Field Goal,Mid-Range,Right Side Center(RC),17,76,155,Pullup Jump shot,3,2,36,156,0,0
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221028,1,2PT Field Goal,Restricted Area,Center(C),0,-5,6,Driving Layup Shot,3,1,45,105,0,0
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221028,0,2PT Field Goal,Restricted Area,Center(C),3,-32,14,Driving Hook Shot,3,1,9,69,0,0
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221028,1,2PT Field Goal,Restricted Area,Center(C),1,-9,9,Driving Layup Shot,4,5,42,342,0,0
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221028,0,2PT Field Goal,In The Paint (Non-RA),Center(C),10,45,95,Driving Floating Jump Shot,4,4,3,243,1,0
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221028,1,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-141,211,Step Back Jump shot,4,3,40,220,1,1
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221028,0,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-186,169,Step Back Jump shot,4,1,33,93,1,1
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221028,0,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-82,242,Step Back Jump shot,4,1,0,60,1,1
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221030,0,2PT Field Goal,Mid-Range,Left Side(L),12,-115,59,Pullup Jump shot,1,9,35,575,0,0
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221030,0,3PT Field Goal,Above the Break 3,Center(C),26,36,261,Pullup Jump shot,1,6,53,413,0,1
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221030,0,2PT Field Goal,In The Paint (Non-RA),Center(C),4,-2,41,Cutting Dunk Shot,1,2,47,167,0,0
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221030,0,2PT Field Goal,In The Paint (Non-RA),Center(C),6,-48,40,Turnaround Fadeaway shot,2,7,30,450,0,0
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221030,0,2PT Field Goal,Restricted Area,Center(C),1,-13,3,Driving Layup Shot,2,4,44,284,0,0
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221030,0,2PT Field Goal,Mid-Range,Right Side Center(RC),16,75,145,Pullup Jump shot,2,4,16,256,0,0
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221030,0,2PT Field Goal,Restricted Area,Center(C),2,26,5,Driving Layup Shot,2,3,18,198,0,0
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221030,0,2PT Field Goal,Restricted Area,Center(C),1,-15,12,Driving Layup Shot,3,10,53,653,0,0
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221030,1,2PT Field Goal,Restricted Area,Center(C),1,17,6,Driving Reverse Layup Shot,3,4,28,268,0,0
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221030,1,3PT Field Goal,Above the Break 3,Center(C),27,75,262,Pullup Jump shot,3,2,49,169,0,1
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221030,1,2PT Field Goal,Restricted Area,Center(C),3,-28,17,Driving Finger Roll Layup Shot,3,1,15,75,0,0
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221030,0,3PT Field Goal,Above the Break 3,Left Side Center(LC),27,-136,239,Pullup Jump shot,3,0,0,0,0,1
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221030,1,2PT Field Goal,Restricted Area,Center(C),2,17,23,Driving Finger Roll Layup Shot,4,11,44,704,0,0
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221030,1,2PT Field Goal,Restricted Area,Center(C),1,12,10,Driving Layup Shot,4,10,39,639,0,0
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221030,0,2PT Field Goal,Restricted Area,Center(C),3,-18,27,Driving Finger Roll Layup Shot,4,8,19,499,0,0
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221030,1,2PT Field Goal,In The Paint (Non-RA),Center(C),5,1,50,Driving Layup Shot,4,5,46,346,0,0
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221030,1,2PT Field Goal,Restricted Area,Center(C),3,-2,39,Driving Layup Shot,4,4,39,279,1,0
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221030,0,3PT Field Goal,Above the Break 3,Center(C),27,-17,272,Pullup Jump shot,4,2,41,161,1,1
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221101,1,2PT Field Goal,Restricted Area,Center(C),0,9,4,Running Alley Oop Layup Shot,1,9,22,562,0,0
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221101,1,3PT Field Goal,Above the Break 3,Center(C),25,-77,245,Jump Shot,1,8,46,526,0,1
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221101,0,2PT Field Goal,In The Paint (Non-RA),Center(C),14,-34,136,Step Back Jump shot,1,7,39,459,0,0
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221101,0,2PT Field Goal,In The Paint (Non-RA),Center(C),4,45,8,Driving Layup Shot,1,6,36,396,0,0
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221101,1,2PT Field Goal,In The Paint (Non-RA),Center(C),5,-51,6,Running Layup Shot,1,2,59,179,0,0
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221101,0,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,199,162,Jump Shot,1,2,28,148,0,1
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221101,0,2PT Field Goal,Restricted Area,Center(C),3,-26,16,Driving Layup Shot,2,6,9,369,0,0
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221101,1,2PT Field Goal,Restricted Area,Center(C),0,-7,4,Driving Layup Shot,2,4,55,295,0,0
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221101,0,2PT Field Goal,In The Paint (Non-RA),Center(C),4,29,34,Driving Layup Shot,2,4,32,272,0,0
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221101,0,2PT Field Goal,In The Paint (Non-RA),Center(C),6,-51,36,Driving Layup Shot,2,3,15,195,0,0
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221101,1,3PT Field Goal,Left Corner 3,Left Side(L),22,-229,17,Jump Shot,2,3,10,190,0,1
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221101,0,2PT Field Goal,Mid-Range,Left Side Center(LC),16,-124,105,Pullup Jump shot,2,2,22,142,0,0
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221101,0,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-214,131,Step Back Jump shot,2,0,37,37,0,1
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221101,0,3PT Field Goal,Above the Break 3,Right Side Center(RC),27,170,215,Jump Shot,3,10,49,649,0,1
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221101,0,3PT Field Goal,Right Corner 3,Right Side(R),23,228,71,Jump Shot,3,8,35,515,0,1
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221101,0,2PT Field Goal,In The Paint (Non-RA),Center(C),5,-49,28,Driving Layup Shot,3,2,8,128,0,0
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221101,1,3PT Field Goal,Above the Break 3,Left Side Center(LC),26,-116,235,Pullup Jump shot,4,9,2,542,0,1
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221101,1,3PT Field Goal,Above the Break 3,Right Side Center(RC),27,108,248,Pullup Jump shot,4,8,36,516,0,1
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221101,0,3PT Field Goal,Above the Break 3,Left Side Center(LC),34,-203,284,Jump Shot,4,6,0,360,0,1
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221101,0,2PT Field Goal,Mid-Range,Right Side(R),15,129,90,Pullup Jump shot,4,3,39,219,1,0
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221101,1,3PT Field Goal,Above the Break 3,Center(C),28,-48,279,Jump Shot,4,0,30,30,1,1
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221104,1,2PT Field Goal,Restricted Area,Center(C),2,-27,-6,Driving Layup Shot,1,10,0,600,0,0
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221104,1,2PT Field Goal,Restricted Area,Center(C),1,0,13,Running Alley Oop Layup Shot,1,5,56,356,0,0
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221104,1,2PT Field Goal,Restricted Area,Center(C),2,-2,21,Driving Finger Roll Layup Shot,1,4,24,264,0,0
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221104,0,3PT Field Goal,Above the Break 3,Center(C),26,-10,262,Pullup Jump shot,2,10,5,605,0,1
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221104,0,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-163,200,Step Back Jump shot,2,6,29,389,0,1
Anthony Edwards,2022-23,1970-01-01 00:00:00.020221104,0,2PT Field Goal,Restricted Area,Center(C),1,11,-3,Driving Layup Shot,2,4,3,243,0,0
